,total_consumption,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,moonphase,conditions_clear,conditions_overcast,conditions_partiallycloudy,conditions_rain,conditions_rainovercast,conditions_rainpartiallycloudy,conditions_snowovercast,conditions_snowpartiallycloudy,conditions_snowrain,conditions_snowrainovercast,conditions_snowrainpartiallycloudy,day_length,is_holiday
2009-01-10,2102.948,161.734,351533.5,8768.0,2828.0,4288.0,12539.0,1.1,-8.3,-4.2,1.1,-8.3,-4.5,-7.6,77.7,0.0,0,0.0,0.0,1.0,15.8,8.8,105.8,1027.5,4.6,4.6,0.48,True,False,False,False,False,False,False,False,False,False,False,8.562777777777777,False
2009-01-11,1975.988,143.24,353565.43,8301.2,4521.0,5301.0,5887.0,3.6,-6.7,-2.3,1.2,-10.1,-4.1,-6.1,76.2,0.0,0,0.0,0.0,1.0,20.4,11.0,172.2,1029.8,32.9,4.6,0.5,False,False,True,False,False,False,False,False,False,False,False,8.593055555555555,False
2009-01-12,1589.278,112.428,353558.98,6500.0,0.0,261.0,12147.0,4.7,-1.9,1.4,1.6,-6.0,-2.1,-1.9,78.4,0.009,100,8.33,0.0,0.4,31.7,16.6,184.2,1022.6,69.6,11.0,0.54,False,False,False,False,False,True,False,False,False,False,False,8.624444444444444,False
2009-01-13,2182.6,134.142,352020.01,9006.2,1140.0,329.0,16194.0,5.4,2.9,4.1,3.7,-0.1,1.3,1.3,82.4,1.353,100,20.83,0.0,0.0,31.7,15.0,195.9,1014.5,97.9,13.1,0.58,False,False,False,False,True,False,False,False,False,False,False,8.657222222222222,False
2009-01-14,1776.282,120.66,351992.98,7339.2,2277.0,332.0,10301.0,4.3,2.6,3.6,3.3,-0.5,1.6,2.4,91.6,1.706,100,8.33,0.0,0.0,22.7,11.7,228.1,1016.0,97.8,8.2,0.61,False,False,False,False,True,False,False,False,False,False,False,8.69111111111111,False
2009-01-15,1564.068,115.546,349950.64,6509.6,2731.0,390.0,9561.0,5.6,0.4,2.7,3.1,-2.8,-0.4,-0.3,81.2,0.0,0,0.0,0.0,0.0,29.3,15.1,133.4,1016.8,62.3,16.1,0.64,False,False,True,False,False,False,False,False,False,False,False,8.726111111111111,False
2009-01-16,2766.554,179.92,349299.32,11578.4,5811.0,3158.0,15220.0,5.1,-0.2,2.6,3.8,-3.7,-0.3,0.6,86.8,0.0,0,0.0,0.0,0.0,28.4,14.2,169.3,1018.5,81.3,8.1,0.67,False,False,True,False,False,False,False,False,False,False,False,8.762222222222222,False
2009-01-17,3317.82,164.544,347949.42,13793.6,2477.0,3154.0,15322.0,8.5,4.9,6.6,5.9,2.1,3.8,5.4,92.2,0.5,100,12.5,0.0,0.0,55.4,27.5,198.6,1016.7,98.4,8.5,0.71,False,False,False,False,True,False,False,False,False,False,False,8.799722222222222,False
2009-01-18,3154.194,209.84,349407.48,13201.4,5649.0,6701.0,12727.0,8.3,4.4,6.8,4.6,1.4,3.3,3.9,81.7,8.684,100,25.0,0.0,0.0,79.6,35.6,217.3,1004.1,78.8,23.5,0.75,False,False,False,False,False,True,False,False,False,False,False,8.838055555555556,False
2009-01-19,1699.866,119.274,350101.69,7091.2,1118.0,376.0,10279.0,11.3,5.0,7.5,11.3,0.7,4.6,4.7,83.0,9.087,100,45.83,0.0,0.0,72.4,34.1,208.3,992.2,80.6,17.2,0.77,False,False,False,False,False,True,False,False,False,False,False,8.877222222222223,False
2009-01-20,1738.028,133.88,350495.79,7170.8,0.0,282.0,13727.0,5.7,1.4,3.4,2.4,-2.1,0.0,1.1,85.0,0.083,100,8.33,0.0,0.0,43.1,22.7,202.5,995.7,63.0,24.3,0.81,False,False,False,False,False,True,False,False,False,False,False,8.917777777777777,False
2009-01-21,1739.434,128.044,351511.47,7189.8,1148.0,2159.0,9830.0,2.8,0.9,1.8,0.0,-2.8,-1.1,0.9,93.3,0.0,0,0.0,0.0,0.0,27.7,15.6,194.8,1005.7,88.9,8.4,0.84,False,False,True,False,False,False,False,False,False,False,False,8.959166666666667,False
2009-01-22,1237.356,115.6,351369.15,5169.6,0.0,341.0,8246.0,7.8,2.4,5.1,5.5,-2.0,1.2,4.0,92.9,4.986,100,54.17,0.0,0.0,60.6,28.8,182.8,996.8,97.1,10.4,0.87,False,False,False,False,True,False,False,False,False,False,False,9.001111111111111,False
2009-01-23,1910.536,126.298,349587.29,7964.4,2078.0,295.0,12146.0,11.4,3.4,8.1,11.4,1.1,5.2,5.3,83.1,10.457,100,58.33,0.0,0.0,90.2,42.7,244.5,980.6,73.7,15.3,0.91,False,False,False,False,False,True,False,False,False,False,False,9.044444444444444,False
2009-01-24,2200.77,169.974,350281.09,9203.2,5096.0,4492.0,8322.0,6.2,2.0,3.7,3.1,-0.5,1.0,1.0,82.8,0.0,0,0.0,0.0,0.0,42.5,20.9,349.4,989.6,65.9,21.8,0.94,False,False,True,False,False,False,False,False,False,False,False,9.088333333333333,False
2009-01-25,2843.664,147.766,349263.35,11738.0,3971.0,5960.0,11213.0,6.9,1.1,3.8,4.0,-3.3,0.4,1.3,84.4,1.03,100,16.67,0.0,0.0,40.7,21.0,159.1,994.1,77.8,15.0,0.97,False,False,False,False,False,True,False,False,False,False,False,9.133055555555556,False
2009-01-26,1674.472,113.276,350208.39,6961.6,1121.0,348.0,9821.0,5.2,2.9,4.2,4.5,0.2,2.8,3.0,91.9,0.004,100,4.17,0.0,0.0,18.4,10.0,206.1,999.7,92.6,12.0,0.0,False,False,False,False,True,False,False,False,False,False,False,9.178888888888888,False
2009-01-27,1425.03,135.636,351270.15,6001.8,896.0,278.0,6608.0,5.3,1.5,3.3,3.5,-1.5,0.8,1.7,89.3,0.0,0,0.0,0.0,0.0,23.6,13.0,303.5,1012.8,92.0,7.8,0.04,False,True,False,False,False,False,False,False,False,False,False,9.225277777777778,False
2009-01-28,2721.734,116.02,349966.4,11276.6,2301.0,6949.0,14285.0,3.5,-0.6,2.2,2.3,-3.1,0.3,-0.1,85.0,0.0,0,0.0,0.0,0.0,21.0,9.9,162.6,1015.9,94.6,10.0,0.07,False,True,False,False,False,False,False,False,False,False,False,9.2725,False
2009-01-29,1573.698,104.306,350442.5,6527.0,0.0,294.0,8996.0,3.7,-2.3,-0.2,0.9,-5.9,-3.0,-2.3,86.1,0.0,0,0.0,0.0,0.0,23.0,12.0,112.1,1017.3,55.8,3.0,0.11,False,False,True,False,False,False,False,False,False,False,False,9.320277777777777,False
2009-01-30,2059.038,120.094,351777.36,8521.8,1622.0,280.0,12147.0,4.4,-1.4,1.1,0.4,-5.5,-2.7,-2.1,80.0,0.0,0,0.0,0.0,0.0,38.9,21.2,100.6,1016.0,33.6,7.3,0.14,False,False,True,False,False,False,False,False,False,False,False,9.36888888888889,False
2009-01-31,3312.852,238.712,349158.79,13871.8,8278.0,6575.0,15309.0,3.9,-1.0,1.3,0.0,-5.7,-3.0,-3.0,72.9,0.0,0,0.0,0.0,0.0,40.7,20.5,93.3,1010.2,35.2,9.3,0.18,False,False,True,False,False,False,False,False,False,False,False,9.418055555555556,False
2009-02-01,1807.46,149.582,343160.33,7564.8,3330.0,622.0,7494.0,1.7,-2.6,-0.5,-3.4,-8.5,-6.0,-6.2,66.3,0.0,0,0.0,0.0,0.0,45.9,25.4,55.2,1003.6,40.3,18.5,0.21,False,False,True,False,False,False,False,False,False,False,False,9.467777777777778,False
2009-02-02,1603.3,106.588,352619.75,6596.8,1159.0,232.0,10915.0,4.4,-1.7,0.8,2.8,-6.3,-2.6,-0.8,89.6,7.261,100,54.17,1.0,0.6,32.1,18.3,60.4,992.9,99.7,5.8,0.25,False,False,False,False,False,False,False,False,False,True,False,9.518055555555556,False
2009-02-03,1868.39,123.01,351795.92,7695.2,703.0,878.0,14984.0,2.7,-3.5,-1.1,2.1,-5.8,-2.6,-4.1,81.0,0.0,0,0.0,0.0,0.4,20.5,9.3,204.9,999.5,39.2,8.4,0.25,False,False,True,False,False,False,False,False,False,False,False,9.569166666666666,False
2009-02-04,2460.924,151.604,352348.84,10139.6,871.0,6961.0,15960.0,3.0,-4.1,-0.6,0.9,-6.1,-3.0,-2.2,89.2,0.03,100,8.33,0.0,0.0,26.0,12.6,120.7,995.2,56.1,7.0,0.32,False,False,False,False,False,False,False,False,False,False,True,9.620833333333334,False
2009-02-05,1649.088,122.188,351151.29,6858.0,1104.0,264.0,12987.0,9.6,3.5,6.2,7.9,1.2,3.9,4.2,87.6,3.186,100,20.83,0.0,0.0,42.1,22.2,172.3,990.8,81.2,18.5,0.35,False,False,False,False,False,True,False,False,False,False,False,9.673055555555555,False
2009-02-06,2048.396,126.872,350336.06,8527.2,1165.0,273.0,11716.0,9.9,3.2,6.3,8.3,0.8,4.7,3.2,81.4,0.038,100,4.17,0.0,0.0,29.5,15.4,161.8,989.3,59.6,22.5,0.39,False,False,False,False,False,True,False,False,False,False,False,9.725555555555555,False
2009-02-07,3131.536,184.644,348553.33,13076.6,6822.0,4483.0,17873.0,4.3,0.6,1.9,4.3,-4.8,-1.3,0.7,92.1,1.325,100,16.67,0.0,0.0,46.5,23.1,311.4,992.6,76.4,11.2,0.42,False,False,False,False,False,False,False,False,False,False,True,9.778611111111111,False
2009-02-08,2182.866,134.02,350430.58,9114.6,5341.0,259.0,15174.0,5.5,-1.7,1.8,2.6,-3.7,-1.1,-0.5,85.1,0.401,100,8.33,0.0,0.0,34.1,16.9,223.4,1005.3,82.3,13.3,0.46,False,False,False,False,False,False,False,False,False,False,True,9.8325,False
2009-02-09,1706.638,134.608,350383.66,7150.4,1063.0,228.0,9375.0,10.8,0.9,5.2,10.8,-3.5,2.5,4.5,95.3,9.461,100,45.83,0.0,0.0,64.5,31.5,192.1,1001.4,99.4,9.5,0.5,False,False,False,False,False,False,False,False,False,True,False,9.886388888888888,False
2009-02-10,1943.8220000000001,115.832,350147.19,8041.2,1128.0,263.0,12339.0,11.2,2.7,5.7,11.2,-1.6,1.7,3.4,85.0,3.428,100,45.83,0.0,0.0,108.9,47.6,256.1,998.5,80.9,17.6,0.53,False,False,False,False,False,True,False,False,False,False,False,9.940833333333334,False
2009-02-11,2639.39,239.362,348620.49,11133.0,2985.0,10477.0,12195.0,6.8,-0.3,3.4,4.6,-2.6,1.0,0.7,83.5,0.047,100,8.33,0.0,0.0,30.0,13.9,278.2,1017.1,53.6,21.2,0.56,False,False,False,False,False,True,False,False,False,False,False,9.995555555555555,False
2009-02-12,1968.66,119.284,349792.6,8183.0,1109.0,299.0,17724.0,4.4,1.0,2.8,1.1,-3.0,-0.8,-0.6,78.9,0.058,100,4.17,0.0,0.0,40.7,19.9,333.1,1022.1,74.0,20.3,0.59,False,False,False,False,False,True,False,False,False,False,False,10.050833333333333,False
2009-02-13,1690.022,109.186,348038.4,7044.2,1100.0,254.0,11554.0,2.6,0.1,1.4,0.0,-3.9,-1.8,0.4,93.1,2.25,100,20.83,0.0,0.0,33.2,15.2,306.8,1020.6,96.4,6.7,0.62,False,False,False,False,False,False,False,False,False,True,False,10.106388888888889,False
2009-02-14,2332.594,118.768,347929.95,9677.0,2280.0,3256.0,18509.0,4.0,0.3,1.7,1.4,-3.2,-1.4,-2.1,76.8,0.0,0,0.0,0.0,0.0,35.2,18.3,10.4,1026.3,60.1,19.2,0.66,False,False,True,False,False,False,False,False,False,False,False,10.162222222222223,False
2009-02-15,1586.032,114.022,349695.27,6482.0,2465.0,226.0,5234.0,5.4,-1.8,1.6,4.0,-1.8,0.7,-3.6,69.9,0.0,0,0.0,0.0,0.0,21.6,9.7,286.4,1029.2,64.9,18.6,0.69,False,False,True,False,False,False,False,False,False,False,False,10.218333333333334,False
2009-02-16,1318.994,111.806,348685.93,5512.6,0.0,261.0,7037.0,8.7,3.1,5.7,7.2,0.0,3.3,3.0,83.5,0.009,100,8.33,0.0,0.0,29.5,15.9,294.7,1025.6,95.2,12.6,0.75,False,False,False,False,True,False,False,False,False,False,False,10.275,False
2009-02-17,781.698,112.69,343042.77,3255.2,0.0,266.0,3925.0,10.0,5.3,7.4,7.0,2.6,4.5,5.5,88.1,0.203,100,4.17,0.0,0.0,43.0,25.3,308.9,1023.8,94.7,8.6,0.75,False,False,False,False,True,False,False,False,False,False,False,10.331944444444444,False
2009-02-18,826.45,113.06400000000001,348812.78,3392.4,0.0,297.0,5471.0,8.0,2.3,5.6,5.8,0.5,3.3,3.7,88.2,0.096,100,8.33,0.0,0.0,33.5,16.3,24.1,1024.3,92.7,9.5,0.79,False,False,False,False,True,False,False,False,False,False,False,10.38888888888889,False
2009-02-19,737.268,99.378,347831.41,3040.6,1046.0,262.0,1796.0,7.4,-1.7,3.0,7.0,-2.7,2.4,-3.7,63.2,0.0,0,0.0,0.0,0.0,18.9,8.4,206.6,1027.4,48.4,16.6,0.82,False,False,True,False,False,False,False,False,False,False,False,10.446388888888889,False
2009-02-20,1880.736,147.036,345874.62,7970.4,2897.0,293.0,8768.0,9.3,5.2,6.8,8.0,4.1,5.7,3.8,81.3,0.0,0,0.0,0.0,0.0,25.7,11.9,311.1,1030.8,91.6,9.5,0.85,False,True,False,False,False,False,False,False,False,False,False,10.50388888888889,False
2009-02-21,1316.184,155.40200000000002,346974.25,5481.6,2111.0,262.0,3983.0,8.9,4.6,6.5,8.3,2.8,5.3,3.9,83.8,0.0,0,0.0,0.0,0.0,32.3,11.4,304.7,1031.9,80.7,6.8,0.88,False,False,True,False,False,False,False,False,False,False,False,10.561944444444444,False
2009-02-22,2238.478,175.828,347495.48,9410.0,3816.0,8576.0,7133.0,8.6,4.6,6.9,6.3,2.3,4.5,5.1,88.1,0.051,100,8.33,0.0,0.0,37.7,18.2,290.7,1027.8,91.6,7.2,0.92,False,False,False,False,True,False,False,False,False,False,False,10.62,False
2009-02-23,2733.656,129.8,347386.87,11337.2,1212.0,3744.0,12471.0,7.9,6.2,7.1,6.0,3.7,4.9,4.9,86.2,0.263,100,12.5,0.0,0.0,32.2,15.2,318.6,1023.5,94.7,10.0,0.95,False,False,False,False,True,False,False,False,False,False,False,10.678055555555556,False
2009-02-24,1783.144,123.346,346878.61,7441.4,0.0,1602.0,14512.0,7.2,5.3,6.3,4.8,3.1,4.0,3.1,80.6,0.493,100,12.5,0.0,0.0,29.0,15.0,16.2,1025.6,91.8,13.0,0.98,False,False,False,False,True,False,False,False,False,False,False,10.73638888888889,False
2009-02-25,1169.844,113.07,347330.83,4914.0,1092.0,274.0,7359.0,10.4,0.8,5.7,10.4,0.8,5.1,0.5,70.5,0.0,0,0.0,0.0,0.0,16.6,7.1,206.9,1029.4,60.1,12.9,0.0,False,False,True,False,False,False,False,False,False,False,False,10.795,False
2009-02-26,1156.852,112.6,346654.61,4842.8,0.0,268.0,6841.0,8.9,2.3,5.7,7.0,0.3,4.0,3.0,83.2,0.0,0,0.0,0.0,0.0,25.2,12.4,263.3,1026.0,71.6,10.4,0.05,False,False,True,False,False,False,False,False,False,False,False,10.85388888888889,False
2009-02-27,2028.918,202.116,346990.59,8501.0,1154.0,246.0,14831.0,8.0,2.7,5.1,6.7,0.9,3.5,3.7,91.2,0.0,0,0.0,0.0,0.0,21.5,11.4,254.8,1022.5,53.0,8.9,0.09,False,False,True,False,False,False,False,False,False,False,False,10.9125,False
2009-02-28,1630.75,212.588,349052.08,6961.4,1145.0,5358.0,8006.0,14.2,2.2,7.5,14.2,2.1,7.2,5.0,85.6,0.0,0,0.0,0.0,0.0,27.2,13.4,93.0,1014.6,31.0,8.2,0.12,False,False,True,False,False,False,False,False,False,False,False,10.971944444444444,False
2009-03-01,2467.626,189.112,348438.42,10392.0,11178.0,2740.0,8834.0,12.7,5.2,8.4,12.7,3.5,7.4,5.8,84.5,0.0,0,0.0,0.0,0.0,33.9,17.1,217.4,1008.5,68.4,8.3,0.16,False,False,True,False,False,False,False,False,False,False,False,11.03111111111111,False
2009-03-02,1477.442,135.364,348828.26,6337.6,1560.0,310.0,6684.0,10.7,4.4,7.1,10.7,3.3,5.6,3.7,80.2,0.0,0,0.0,0.0,0.0,30.2,15.8,295.1,1015.5,64.3,9.3,0.19,False,False,True,False,False,False,False,False,False,False,False,11.090277777777779,False
2009-03-03,1848.952,127.904,349772.19,7699.8,1159.0,268.0,13024.0,10.7,1.0,6.1,10.7,-0.6,4.6,1.1,71.9,0.0,0,0.0,0.0,0.0,52.3,21.8,204.0,1012.3,53.7,17.8,0.23,False,False,True,False,False,False,False,False,False,False,False,11.149722222222222,False
2009-03-04,1842.13,129.434,349033.66,7772.0,2214.0,2570.0,8393.0,6.8,1.3,4.7,4.1,-1.1,1.3,1.8,82.4,6.895,100,37.5,0.0,0.0,72.4,33.9,197.5,988.0,82.9,19.8,0.25,False,False,False,False,False,True,False,False,False,False,False,11.209166666666667,False
2009-03-05,1441.812,112.462,348018.63,6124.8,0.0,271.0,9094.0,5.2,-0.6,1.9,2.5,-3.3,-0.5,0.2,89.2,0.0,0,0.0,0.0,0.0,33.2,16.9,275.5,990.5,53.0,10.9,0.3,False,False,True,False,False,False,False,False,False,False,False,11.268888888888888,False
2009-03-06,1783.474,128.956,346742.37,7579.6,1144.0,265.0,12056.0,9.0,2.3,4.8,6.1,-1.8,1.6,-0.1,72.1,0.0,0,0.0,0.0,0.0,43.9,21.8,318.8,1005.1,18.4,16.1,0.33,True,False,False,False,False,False,False,False,False,False,False,11.328611111111112,False
2009-03-07,1696.466,149.866,349159.17,7107.8,1055.0,811.0,12113.0,10.9,0.7,5.5,10.9,-1.3,4.3,2.4,80.3,0.0,0,0.0,0.0,0.0,27.1,13.2,209.7,1013.3,64.7,20.3,0.37,False,False,True,False,False,False,False,False,False,False,False,11.388333333333334,False
2009-03-08,2357.166,194.186,348710.1,9909.8,7253.0,5260.0,12691.0,10.4,5.0,8.3,10.4,1.4,5.8,5.5,83.2,1.857,100,25.0,0.0,0.0,58.3,27.6,244.5,1010.2,79.9,17.9,0.41,False,False,False,False,False,True,False,False,False,False,False,11.448055555555555,False
2009-03-09,1685.556,136.04,349174.52,7062.4,2001.0,369.0,10336.0,9.1,3.4,6.2,6.2,-0.7,2.9,1.7,73.3,0.455,100,16.67,0.0,0.0,51.5,26.3,261.6,1015.2,49.6,19.8,0.44,False,False,False,False,False,True,False,False,False,False,False,11.508055555555556,False
2009-03-10,1836.21,114.902,348232.95,7690.6,0.0,281.0,11610.0,11.8,5.4,8.0,11.8,1.9,5.7,4.6,80.0,3.667,100,29.17,0.0,0.0,54.4,35.2,250.5,1013.9,74.0,15.5,0.48,False,False,False,False,False,True,False,False,False,False,False,11.568055555555556,False
2009-03-11,2405.904,137.244,348222.49,10119.8,3476.0,7288.0,10737.0,11.9,2.7,7.8,11.9,1.3,7.0,2.1,69.6,0.347,100,12.5,0.0,0.0,29.8,14.4,342.1,1023.8,70.1,17.6,0.5,False,False,False,False,False,True,False,False,False,False,False,11.628055555555555,False
2009-03-12,1887.26,134.772,348477.73,7859.4,0.0,364.0,13655.0,12.7,6.2,9.1,12.7,4.1,8.3,5.7,79.2,0.1,100,12.5,0.0,0.0,35.1,18.2,246.8,1024.8,94.0,13.9,0.54,False,False,False,False,True,False,False,False,False,False,False,11.688333333333333,False
2009-03-13,1445.52,138.684,349570.52,6006.8,1082.0,311.0,10466.0,12.5,7.5,9.5,12.5,5.7,8.8,5.0,74.5,0.0,0,0.0,0.0,0.0,27.1,10.7,229.6,1022.0,74.3,17.7,0.58,False,False,True,False,False,False,False,False,False,False,False,11.748333333333333,False
2009-03-14,2149.028,155.25,348737.48,8908.0,2196.0,280.0,18036.0,12.3,5.7,9.2,12.3,4.8,8.6,5.1,76.5,0.0,0,0.0,0.0,0.0,39.1,19.7,273.2,1019.1,75.7,13.9,0.61,False,False,True,False,False,False,False,False,False,False,False,11.808333333333334,False
2009-03-15,1942.062,177.752,348150.4,8202.6,3478.0,5152.0,8353.0,13.7,4.4,9.5,13.7,2.5,8.6,3.9,69.6,0.0,0,0.0,0.0,0.0,32.2,14.7,329.6,1029.6,49.3,15.2,0.64,False,False,True,False,False,False,False,False,False,False,False,11.868611111111111,False
2009-03-16,1334.732,119.258,348830.71,5537.4,0.0,306.0,9273.0,14.6,5.2,9.7,14.6,3.4,9.1,4.2,70.1,0.0,0,0.0,0.0,0.0,27.8,14.5,53.5,1032.0,33.7,19.1,0.67,False,False,True,False,False,False,False,False,False,False,False,11.928611111111111,False
2009-03-17,1931.91,234.992,348417.25,8135.0,1110.0,3952.0,12320.0,15.9,5.3,10.5,15.9,5.3,10.5,5.0,70.9,0.0,0,0.0,0.0,0.0,31.0,18.1,45.4,1031.7,45.7,11.0,0.7,False,False,True,False,False,False,False,False,False,False,False,11.988888888888889,False
2009-03-18,1450.68,121.906,349690.49,6020.8,1123.0,375.0,12101.0,16.8,6.0,11.0,16.8,3.1,10.0,1.6,56.0,0.0,0,0.0,0.0,0.0,30.5,18.7,61.4,1029.3,29.3,9.5,0.75,False,False,True,False,False,False,False,False,False,False,False,12.04888888888889,False
2009-03-19,1191.532,116.412,349597.84,4931.8,0.0,314.0,9458.0,15.9,4.8,10.2,15.9,3.1,9.4,-2.9,41.9,0.0,0,0.0,0.0,0.0,45.1,21.5,27.6,1024.7,14.1,17.1,0.77,True,False,False,False,False,False,False,False,False,False,False,12.109166666666667,False
2009-03-20,1463.906,130.038,349799.74,6073.6,1083.0,308.0,10618.0,11.6,4.2,7.8,11.6,1.3,6.0,-3.4,46.8,0.0,0,0.0,0.0,0.0,36.5,18.6,70.7,1028.5,10.9,18.0,0.8,True,False,False,False,False,False,False,False,False,False,False,12.169444444444444,False
2009-03-21,1930.022,197.656,349319.12,8167.4,5420.0,682.0,10266.0,12.1,0.8,6.9,12.1,0.8,6.3,-6.3,39.7,0.0,0,0.0,0.0,0.0,30.1,12.0,32.0,1029.0,1.6,17.2,0.83,True,False,False,False,False,False,False,False,False,False,False,12.229444444444445,False
2009-03-22,1689.17,130.28,347799.76,7128.8,2017.0,3778.0,9015.0,10.2,3.2,6.2,10.2,0.3,4.2,1.5,72.5,0.0,0,0.0,0.0,0.0,40.2,19.5,331.7,1029.6,42.6,9.3,0.86,False,False,True,False,False,False,False,False,False,False,False,12.289722222222222,False
2009-03-23,1296.45,120.122,348557.26,5456.8,1078.0,310.0,5999.0,14.7,2.7,8.4,14.7,1.0,6.8,3.7,75.2,0.914,100,4.17,0.0,0.0,68.0,28.9,273.2,1020.8,79.6,10.9,0.9,False,False,False,False,False,True,False,False,False,False,False,12.349722222222223,False
2009-03-24,1661.712,146.836,349177.1,7047.8,1710.0,352.0,10149.0,8.8,2.8,6.1,5.6,-1.3,2.7,0.0,65.8,0.804,100,8.33,0.0,0.0,55.9,27.0,317.3,1015.9,61.7,24.7,0.93,False,False,False,False,False,True,False,False,False,False,False,12.409722222222221,False
2009-03-25,1838.7740000000001,194.036,350082.81,7708.4,2780.0,3315.0,10287.0,11.1,3.7,7.1,11.1,1.0,4.5,2.9,75.5,2.48,100,16.67,0.0,0.0,66.7,32.5,264.9,1008.7,78.2,18.5,0.96,False,False,False,False,False,True,False,False,False,False,False,12.469722222222222,False
2009-03-26,1211.004,119.75,349827.49,5042.4,0.0,312.0,8596.0,9.7,6.2,8.1,7.3,3.1,5.3,5.2,81.5,0.211,100,12.5,0.0,0.0,50.4,26.0,236.0,1009.3,78.6,14.9,0.0,False,False,False,False,False,True,False,False,False,False,False,12.529722222222222,False
2009-03-27,1713.926,181.074,349385.25,7221.8,1103.0,526.0,9947.0,11.1,5.5,8.6,11.1,2.3,6.2,4.0,74.0,2.232,100,29.17,0.0,0.0,50.1,25.9,236.7,1003.3,75.4,18.7,0.03,False,False,False,False,False,True,False,False,False,False,False,12.589722222222223,False
2009-03-28,2260.976,276.7,348675.29,9508.8,4527.0,327.0,12225.0,9.7,4.7,7.1,6.6,1.4,4.3,3.5,78.8,4.795,100,33.33,0.0,0.0,51.7,26.3,251.3,999.7,68.6,16.6,0.06,False,False,False,False,False,True,False,False,False,False,False,12.649722222222222,False
2009-03-29,2216.65,137.094,349269.94,9242.4,1611.0,4024.0,9502.0,10.3,2.5,6.0,10.3,0.0,3.7,0.7,70.4,0.0,0,0.0,0.0,0.0,33.4,17.8,3.4,1011.3,37.9,16.8,0.1,False,False,True,False,False,False,False,False,False,False,False,12.709166666666667,False
2009-03-30,1477.452,131.324,349529.07,6198.8,1085.0,295.0,9901.0,11.4,2.8,6.8,11.4,1.4,5.5,-2.1,55.0,0.0,0,0.0,0.0,0.0,33.0,14.1,29.2,1019.5,33.5,19.7,0.13,False,False,True,False,False,False,False,False,False,False,False,12.769166666666667,False
2009-03-31,1823.482,137.988,348721.78,7645.0,2202.0,2711.0,12958.0,14.2,4.0,9.0,14.2,1.3,7.9,-0.5,52.9,0.0,0,0.0,0.0,0.0,41.6,22.1,31.8,1020.8,2.9,16.5,0.17,True,False,False,False,False,False,False,False,False,False,False,12.828888888888889,False
2009-04-01,1641.14,143.048,349784.69,6923.4,2807.0,2364.0,7309.0,16.6,4.9,10.9,16.6,1.5,9.5,1.6,54.8,0.0,0,0.0,0.0,0.0,51.0,25.9,26.0,1015.7,18.7,11.3,0.21,True,False,False,False,False,False,False,False,False,False,False,12.888333333333334,False
2009-04-02,1644.334,124.762,348825.08,6856.4,1128.0,324.0,13500.0,18.6,7.4,12.7,18.6,5.7,12.1,5.4,61.7,0.0,0,0.0,0.0,0.0,33.9,15.8,12.1,1014.7,6.1,9.4,0.25,True,False,False,False,False,False,False,False,False,False,False,12.947777777777778,False
2009-04-03,1363.26,132.598,348209.12,5735.4,0.0,326.0,8556.0,17.9,8.6,12.7,17.9,7.5,12.3,8.4,76.3,0.0,0,0.0,0.0,0.0,21.4,11.3,281.8,1016.2,59.9,4.9,0.28,False,False,True,False,False,False,False,False,False,False,False,13.007222222222222,False
2009-04-04,2191.232,199.728,347688.94,9211.0,2699.0,4172.0,16251.0,13.6,6.8,10.8,13.6,4.6,10.4,6.3,74.4,0.0,0,0.0,0.0,0.0,33.1,17.5,246.6,1020.2,57.0,6.9,0.31,False,False,True,False,False,False,False,False,False,False,False,13.06638888888889,False
2009-04-05,1375.716,183.012,348931.74,5921.4,3832.0,357.0,6503.0,15.6,8.1,12.0,15.6,8.0,11.8,6.5,70.6,0.0,0,0.0,0.0,0.0,18.9,10.9,21.4,1022.0,73.9,10.5,0.35,False,False,True,False,False,False,False,False,False,False,False,13.125833333333333,False
2009-04-06,1452.634,131.54,348913.65,6084.8,799.0,333.0,10141.0,20.6,9.7,14.3,20.6,9.0,14.2,5.7,59.0,0.0,0,0.0,0.0,0.0,37.1,18.5,172.4,1011.9,47.6,12.1,0.39,False,False,True,False,False,False,False,False,False,False,False,13.184722222222222,False
2009-04-07,1440.092,152.732,348464.76,6093.0,1103.0,338.0,9121.0,15.5,10.2,12.3,15.5,10.2,12.3,7.5,74.9,5.1,100,29.17,0.0,0.0,48.7,18.1,240.1,1010.5,77.2,14.3,0.42,False,False,False,False,False,True,False,False,False,False,False,13.243611111111111,False
2009-04-08,1534.6,161.35,348854.01,6520.2,2131.0,2827.0,7968.0,12.9,6.6,9.9,12.9,3.7,8.5,7.6,86.3,1.136,100,25.0,0.0,0.0,52.2,23.1,201.3,1013.2,75.9,16.6,0.46,False,False,False,False,False,True,False,False,False,False,False,13.3025,False
2009-04-09,1890.472,176.936,348907.43,7869.0,2682.0,366.0,13482.0,20.4,11.4,14.8,20.4,11.4,14.8,9.1,72.1,0.093,100,4.17,0.0,0.0,42.8,21.8,174.6,1012.6,76.7,17.1,0.5,False,False,False,False,False,True,False,False,False,False,False,13.36111111111111,False
